year,month,province,profession,new_workers,new_clients,active_clients,active_workers,requests,feedback_1,work_agreements,feedback_2,jobs_completed,payments_in_MTZ,payment_observation_count
2018,8,Manica,Cooking,11,NULL,73,28,87,88,30,16,12,38400.0000,10
2018,8,Nampula,Hairdresser,35,NULL,170,86,185,172,57,32,16,7453.0000,10
2018,8,Maputo,Carpentry,7,NULL,68,21,62,47,14,7,2,6500.0000,2
2018,8,Nampula,Plumbing,17,NULL,115,55,143,125,36,13,8,56500.0000,3
2018,8,Cabo-Delgado,"Construction and Repair",15,NULL,70,33,79,68,19,12,6,133552.0000,5
2018,8,Maputo,Cooking,40,NULL,302,91,353,308,89,44,22,66317.0000,14
2018,8,Nampula,"TV installation",7,NULL,48,28,47,42,13,13,8,1315.0000,4
2018,8,Cabo-Delgado,Deliveries,12,NULL,60,28,69,56,10,5,2,NULL,0
2018,8,Maputo,Electricity,44,NULL,154,86,159,137,57,26,14,39576.0000,9
2018,8,Sofala,Electricity,18,NULL,64,40,66,60,20,11,3,1520.0000,2
2018,8,Cabo-Delgado,Hairdresser,31,NULL,159,82,161,152,65,39,26,60523.0000,19
2018,8,Maputo,Mechanics,9,NULL,49,23,58,46,8,8,6,109060.0000,6
2018,8,Tete,"Construction and Repair",6,NULL,23,23,27,23,13,4,2,4500.0000,2
2018,8,Cabo-Delgado,Tailor,8,NULL,40,25,47,41,9,6,2,1689.0000,1
2018,8,Maputo,Plumbing,12,NULL,92,35,99,85,22,15,9,121950.0000,9
2018,8,Tete,Electricity,8,NULL,38,23,43,40,13,8,5,4885.0000,3
2018,8,Gaza,Electricity,6,NULL,43,31,45,48,24,10,8,142820.0000,7
2018,8,Nampula,Carpentry,8,NULL,91,47,103,87,38,24,13,12903.0000,8
2018,8,Zambezia,Cooking,15,NULL,65,35,91,117,19,15,8,2692.0000,5
2018,8,Inhambane,Cooking,10,NULL,94,32,128,130,35,20,10,33440.0000,7
2018,8,Nampula,Cooking,45,NULL,347,152,486,480,149,84,48,203392.0000,28
2018,8,Zambezia,Hairdresser,11,NULL,32,22,42,44,10,7,4,1920.0000,3
2018,8,Inhambane,Hairdresser,7,NULL,54,23,64,66,22,12,9,14715.0000,6
2018,8,Nampula,Electricity,60,NULL,324,157,357,321,102,64,37,175630.0000,22
2018,8,Manica,Electricity,6,NULL,44,21,48,43,14,10,7,2760.0000,5
2018,8,Nampula,Mechanics,19,NULL,61,40,64,56,19,9,5,63258.0000,4
2018,8,Cabo-Delgado,Carpentry,5,NULL,87,36,98,83,31,14,6,11240.0000,5
2018,8,Maputo,"Construction and Repair",21,NULL,97,49,100,83,34,13,7,25493.0000,5
2018,8,Nampula,Tailor,10,NULL,76,32,88,73,26,12,8,4762.0000,7
2018,8,Cabo-Delgado,Cooking,31,NULL,164,81,244,248,69,41,21,19742.0000,15
2018,8,Maputo,Deliveries,17,NULL,97,41,101,89,27,15,8,19548.0000,8
2018,8,Sofala,Cooking,14,NULL,97,44,154,153,51,27,19,26227.0000,12
2018,8,Cabo-Delgado,Electricity,27,NULL,188,86,206,194,82,43,24,27214.0000,17
2018,8,Maputo,Hairdresser,30,NULL,193,74,187,175,59,38,18,129231.0000,18
2018,8,Sofala,Hairdresser,5,NULL,51,20,53,56,20,14,5,65251.0000,3
2018,8,Cabo-Delgado,Plumbing,11,NULL,93,35,96,81,24,15,7,7030.0000,2
2018,9,Nampula,Hairdresser,22,NULL,143,62,142,108,40,22,11,7200.0000,8
2018,9,Cabo-Delgado,Hairdresser,22,NULL,126,57,125,103,35,15,8,5110.0000,5
2018,9,Nampula,Tailor,9,NULL,66,31,61,55,28,13,6,35150.0000,3
2018,9,Inhambane,Electricity,9,NULL,41,26,37,26,13,8,5,32800.0000,4
2018,9,Sofala,Electricity,12,NULL,54,26,56,40,16,7,3,5938.0000,3
2018,9,Manica,Cooking,5,NULL,51,22,48,47,16,9,3,13000.0000,2
2018,9,Cabo-Delgado,Carpentry,8,NULL,61,24,66,45,15,11,6,9100.0000,4
2018,9,Maputo,Cooking,24,NULL,218,53,205,156,51,47,23,21165.0000,14
2018,9,Cabo-Delgado,Cooking,11,NULL,130,50,146,149,55,35,15,12919.0000,10
2018,9,Maputo,Electricity,12,NULL,133,39,119,81,31,24,12,15775.0000,7
2018,9,Cabo-Delgado,Electricity,16,NULL,131,70,136,119,53,20,10,23900.0000,7
2018,9,Nampula,Carpentry,5,NULL,84,35,80,62,34,18,10,93910.0000,8
2018,9,Nampula,Cooking,30,NULL,298,105,345,320,101,60,24,50520.0000,14
2018,9,Nampula,Electricity,43,NULL,236,109,225,213,90,37,18,220710.0000,13
2018,9,Nampula,Plumbing,7,NULL,97,40,92,86,41,25,10,12180.0000,7
2018,9,Inhambane,Cooking,7,NULL,78,29,66,59,21,13,7,93400.0000,4
2018,9,Sofala,Cooking,6,NULL,76,26,73,69,26,30,19,42047.0000,10
2018,9,Inhambane,Hairdresser,6,NULL,55,21,50,35,12,10,7,96633.0000,4
2018,9,Zambezia,Cooking,1,NULL,49,22,49,52,21,11,9,36688.0000,5
2018,9,Maputo,"Construction and Repair",5,NULL,66,24,63,49,14,7,3,7000.0000,3
2018,9,Cabo-Delgado,"Construction and Repair",8,NULL,58,24,62,44,16,8,4,2400.0000,3
2018,9,Maputo,Deliveries,8,NULL,65,24,66,53,20,12,9,9585.0000,4
2018,9,Cabo-Delgado,Deliveries,7,NULL,43,21,47,45,15,5,4,16900.0000,4
2018,9,Maputo,Hairdresser,9,NULL,127,33,113,88,24,20,8,6938.0000,5
2018,9,Nampula,"Construction and Repair",14,NULL,111,39,115,80,29,11,3,3978.0000,2
2018,9,Nampula,Deliveries,6,NULL,57,22,49,36,14,10,6,16600.0000,5
2018,10,Gaza,Plumbing,5,NULL,68,21,73,64,20,8,4,8479.0000,4
2018,10,Nampula,Hairdresser,34,NULL,166,79,181,162,63,31,13,207580.0000,8
2018,10,Inhambane,Electricity,20,NULL,55,39,55,50,23,14,9,2175.0000,4
2018,10,Nampula,Plumbing,25,NULL,104,57,106,92,42,20,6,6200.0000,4
2018,10,Maputo,Carpentry,8,NULL,55,28,52,41,19,6,4,30700.0000,4
2018,10,Nampula,"TV installation",8,NULL,38,25,38,36,17,6,5,3977.0000,5
2018,10,Maputo,Cooking,42,NULL,219,97,230,213,66,46,27,29873.0000,11
2018,10,Cabo-Delgado,Carpentry,11,NULL,79,34,80,78,26,11,2,50500.0000,2
2018,10,Sofala,Deliveries,8,NULL,36,20,35,30,13,6,4,46250.0000,4
2018,10,Maputo,Electricity,30,NULL,131,59,137,114,47,20,9,44422.0000,8
2018,10,Cabo-Delgado,Cooking,24,NULL,179,77,194,192,70,39,22,27418.0000,10
2018,10,Tete,Electricity,8,NULL,32,21,27,25,10,8,7,19969.0000,6
2018,10,Maputo,Plumbing,14,NULL,68,36,71,54,29,9,4,58895.0000,3
2018,10,Cabo-Delgado,Electricity,41,NULL,166,83,165,139,51,18,8,39926.0000,8
2018,10,Zambezia,Electricity,15,NULL,42,28,47,37,11,6,3,1100.0000,2
2018,10,Nampula,Carpentry,20,NULL,96,50,86,64,26,20,13,16512.0000,7
2018,10,Cabo-Delgado,Plumbing,14,NULL,75,42,79,69,36,8,1,25.0000,1
2018,10,Nampula,Cooking,41,NULL,335,139,421,397,112,69,29,35908.0000,20
2018,10,Gaza,Hairdresser,7,NULL,70,23,72,59,18,8,3,100.0000,1
2018,10,Nampula,Electricity,66,NULL,239,145,255,218,96,45,28,84240.0000,21
2018,10,Inhambane,Cooking,11,NULL,81,31,77,75,18,12,6,17960.0000,5
2018,10,Nampula,Mechanics,19,NULL,54,37,61,47,13,10,8,32762.0000,5
2018,10,Inhambane,Hairdresser,9,NULL,53,20,52,42,12,4,3,253.0000,2
2018,10,Nampula,Tailor,11,NULL,55,32,49,57,20,12,4,2000.0000,1
2018,10,Maputo,"Construction and Repair",11,NULL,80,31,72,60,18,16,4,11232.0000,4
2018,10,Sofala,Cooking,8,NULL,62,29,67,57,32,17,10,16750.0000,7
2018,10,Maputo,Deliveries,17,NULL,80,47,94,85,28,18,15,60786.0000,9
2018,10,Cabo-Delgado,"Construction and Repair",22,NULL,73,48,84,63,24,19,9,188698.0000,7
2018,10,Sofala,Electricity,15,NULL,51,34,41,40,22,9,4,6700.0000,3
2018,10,Maputo,Hairdresser,17,NULL,133,52,133,114,39,28,13,121888.0000,8
2018,10,Cabo-Delgado,Deliveries,11,NULL,50,31,43,37,14,14,7,127010.0000,4
2018,10,Zambezia,Cooking,7,NULL,56,27,59,59,21,13,6,166935.0000,5
2018,10,Maputo,Tailor,8,NULL,57,26,60,68,21,13,8,14380.0000,6
2018,10,Cabo-Delgado,Hairdresser,34,NULL,139,73,139,118,44,26,17,5423.0000,12
2018,10,Nampula,"Construction and Repair",36,NULL,143,78,138,130,50,21,11,5000.0000,3
2018,10,Gaza,Cooking,5,NULL,66,22,72,68,25,6,2,10079.0000,2
2018,10,Nampula,Deliveries,16,NULL,75,48,78,82,38,20,10,4432.0000,6
2018,11,Cabo-Delgado,Electricity,42,NULL,190,91,195,179,80,42,28,154045.0000,19
2018,11,Nampula,Cooking,43,NULL,261,110,288,262,67,63,29,39855.0000,18
2018,11,Cabo-Delgado,Plumbing,6,NULL,82,29,80,54,17,11,5,26524.0000,3
2018,11,Nampula,Electricity,46,NULL,260,130,270,228,101,67,37,50793.0000,27
2018,11,Inhambane,Cooking,12,NULL,75,37,92,99,36,6,4,2420.0000,3
2018,11,Nampula,Mechanics,17,NULL,51,40,48,44,18,9,6,8015.0000,3
2018,11,Manica,Cooking,4,NULL,62,21,73,69,17,16,6,3200.0000,3
2018,11,Nampula,Tailor,3,NULL,65,23,66,58,21,15,7,7526.0000,4
2018,11,Maputo,Carpentry,5,NULL,62,20,66,54,19,10,4,32094.0000,4
2018,11,Sofala,Cooking,10,NULL,73,32,75,70,27,27,18,33226.0000,11
2018,11,Maputo,Cooking,21,NULL,224,71,238,211,73,46,22,160800.0000,14
2018,11,Zambezia,Cooking,4,NULL,45,22,46,58,17,12,7,2041.0000,3
2018,11,Maputo,Electricity,14,NULL,153,53,144,120,50,43,26,88160.0000,15
2018,11,Cabo-Delgado,"Construction and Repair",7,NULL,73,30,70,54,23,19,13,230210.0000,8
2018,11,Maputo,Plumbing,11,NULL,66,25,64,64,27,13,5,7030.0000,3
2018,11,Cabo-Delgado,Deliveries,8,NULL,56,29,65,60,24,12,8,12020.0000,4
2018,11,Nampula,"Construction and Repair",25,NULL,114,57,105,96,31,16,5,1000.0000,1
2018,11,Cabo-Delgado,Hairdresser,27,NULL,145,71,147,140,61,38,19,59682.0000,11
2018,11,Nampula,Deliveries,6,NULL,70,31,66,61,21,19,7,700.0000,1
2018,11,Gaza,Electricity,2,NULL,51,20,46,45,22,12,7,39388.0000,4
2018,11,Nampula,Hairdresser,25,NULL,150,67,147,122,41,20,10,3450.0000,7
2018,11,Inhambane,Electricity,4,NULL,57,25,57,48,18,9,5,20270.0000,3
2018,11,Nampula,Plumbing,15,NULL,103,51,110,119,43,25,9,9712.0000,6
2018,11,Manica,Hairdresser,6,NULL,38,24,38,36,20,16,4,750.0000,3
2018,11,Nampula,"TV installation",10,NULL,37,28,46,51,20,13,5,11084.0000,5
2018,11,Maputo,"Construction and Repair",11,NULL,72,35,78,64,20,9,3,5000.0000,1
2018,11,Sofala,Electricity,6,NULL,67,25,61,55,19,10,5,3600.0000,2
2018,11,Maputo,Deliveries,10,NULL,84,30,86,77,22,19,10,33662.0000,7
2018,11,Cabo-Delgado,Carpentry,7,NULL,80,35,78,68,25,17,7,20480.0000,7
2018,11,Zambezia,Electricity,12,NULL,40,25,41,36,11,8,4,21000.0000,2
2018,11,Maputo,Hairdresser,17,NULL,130,51,131,101,40,18,10,45720.0000,8
2018,11,Cabo-Delgado,Cooking,26,NULL,151,77,155,153,60,34,16,71080.0000,10
2018,11,Nampula,Carpentry,13,NULL,71,41,72,56,27,19,10,11955.0000,5
2018,12,Cabo-Delgado,Deliveries,9,NULL,43,22,38,33,14,8,3,3500.0000,1
2018,12,Nampula,Electricity,48,NULL,223,120,199,152,66,58,33,124625.0000,23
2018,12,Cabo-Delgado,Hairdresser,19,NULL,133,49,124,102,36,17,7,1585.0000,4
2018,12,Nampula,Mechanics,9,NULL,50,25,44,37,11,7,5,10010.0000,2
2018,12,Gaza,Cooking,4,NULL,41,20,40,37,19,6,3,3000.0000,1
2018,12,Nampula,Tailor,9,NULL,58,20,55,40,9,11,7,24700.0000,6
2018,12,Inhambane,Electricity,7,NULL,37,27,37,34,18,3,2,10.0000,1
2018,12,Zambezia,Electricity,9,NULL,35,23,32,27,14,7,6,15100.0000,5
2018,12,Maputo,"Construction and Repair",12,NULL,46,26,41,34,12,6,5,11079.0000,3
2018,12,Maputo,Deliveries,14,NULL,46,25,48,38,13,5,4,6650.0000,3
2018,12,Maputo,Hairdresser,23,NULL,117,51,111,88,33,19,11,11484.0000,7
2018,12,Cabo-Delgado,Carpentry,8,NULL,58,26,54,34,17,7,2,22000.0000,2
2018,12,Nampula,"Construction and Repair",25,NULL,94,60,95,79,37,20,17,143410.0000,11
2018,12,Cabo-Delgado,Cooking,13,NULL,116,43,117,101,28,14,10,13710.0000,9
2018,12,Nampula,Deliveries,8,NULL,68,21,66,47,11,3,2,5000.0000,1
2018,12,Cabo-Delgado,Electricity,27,NULL,139,67,125,107,48,34,18,47470.0000,14
2018,12,Nampula,Hairdresser,18,NULL,119,55,126,93,40,23,14,59089.0000,9
2018,12,Cabo-Delgado,Plumbing,12,NULL,73,22,65,41,15,3,0,NULL,0
2018,12,Nampula,Plumbing,13,NULL,68,40,67,53,26,11,4,500.0000,2
2018,12,Inhambane,Cooking,7,NULL,52,22,58,49,13,14,4,20800.0000,4
2018,12,Sofala,Electricity,13,NULL,40,24,39,32,8,4,2,150.0000,1
2018,12,Maputo,Carpentry,3,NULL,54,20,50,41,18,10,5,2500.0000,2
2018,12,Maputo,Cooking,24,NULL,168,65,164,132,58,38,24,30860.0000,16
2018,12,Maputo,Electricity,19,NULL,114,45,104,83,28,18,12,48873.0000,8
2018,12,Nampula,Carpentry,11,NULL,58,31,54,41,19,6,6,15000.0000,3
2018,12,Cabo-Delgado,"Construction and Repair",11,NULL,51,33,46,45,17,10,5,8650.0000,5
2018,12,Nampula,Cooking,38,NULL,240,106,269,220,72,34,16,35600.0000,8
2019,1,Gaza,Electricity,7,NULL,43,22,39,34,18,10,8,14472.0000,6
2019,1,Nampula,Deliveries,12,NULL,89,36,86,82,33,17,13,63550.0000,10
2019,1,Inhambane,Cooking,12,NULL,61,30,62,59,18,11,6,1724.0000,3
2019,1,Nampula,Hairdresser,35,NULL,171,89,171,151,61,32,21,49895.0000,14
2019,1,Manica,Cooking,7,NULL,46,26,55,53,19,8,5,5250.0000,4
2019,1,Nampula,Plumbing,23,NULL,128,65,136,114,46,22,10,16748.0000,6
2019,1,Maputo,Carpentry,9,NULL,70,24,57,58,26,16,4,6500.0000,3
2019,1,Nampula,"TV installation",18,NULL,37,33,31,31,11,12,6,51300.0000,5
2019,1,Maputo,Cooking,25,NULL,233,73,258,247,86,33,14,28323.0000,10
2019,1,Sofala,Deliveries,4,NULL,45,20,45,35,22,11,5,7000.0000,2
2019,1,Cabo-Delgado,"Construction and Repair",24,NULL,76,49,82,68,22,10,7,53324.0000,4
2019,1,Maputo,Electricity,27,NULL,131,55,123,106,48,23,12,84008.0000,7
2019,1,Tete,Cooking,4,NULL,46,20,51,49,15,12,7,7581.0000,4
2019,1,Cabo-Delgado,Deliveries,8,NULL,61,24,53,56,17,7,1,NULL,0
2019,1,Maputo,Plumbing,11,NULL,65,32,61,51,26,17,7,21700.0000,6
2019,1,Zambezia,Cooking,9,NULL,60,34,83,78,26,12,6,6332.0000,5
2019,1,Cabo-Delgado,Hairdresser,43,NULL,169,98,185,175,70,24,8,675.0000,5
2019,1,Nampula,Carpentry,15,NULL,98,47,94,91,35,12,2,2500.0000,1
2019,1,Cabo-Delgado,Tailor,5,NULL,45,22,38,36,14,9,5,3410.0000,2
2019,1,Nampula,Cooking,45,NULL,346,142,433,449,147,88,33,49180.0000,22
2019,1,Gaza,Hairdresser,7,NULL,59,20,60,49,19,6,0,NULL,0
2019,1,Nampula,Electricity,55,NULL,288,147,290,250,102,64,41,48571.0000,28
2019,1,Inhambane,Hairdresser,3,NULL,62,22,59,45,19,11,5,4100.0000,4
2019,1,Nampula,Mechanics,24,NULL,80,53,84,82,31,12,8,103600.0000,5
2019,1,Manica,Hairdresser,3,NULL,42,20,55,48,31,3,1,123.0000,1
2019,1,Nampula,Tailor,16,NULL,82,43,76,72,31,16,6,1500.0000,1
2019,1,Maputo,"Construction and Repair",15,NULL,73,40,69,66,28,10,6,40700.0000,4
2019,1,Sofala,Cooking,9,NULL,72,31,91,90,35,22,7,31702.0000,6
2019,1,Cabo-Delgado,Carpentry,17,NULL,84,35,80,69,25,16,9,13533.0000,5
2019,1,Maputo,Deliveries,8,NULL,70,30,70,58,24,14,9,11920.0000,6
2019,1,Sofala,Electricity,13,NULL,58,34,52,50,21,13,10,44500.0000,9
2019,1,Cabo-Delgado,Cooking,35,NULL,206,100,246,243,102,53,29,74605.0000,21
2019,1,Maputo,Hairdresser,22,NULL,150,55,145,131,51,32,13,98750.0000,11
2019,1,Tete,Electricity,13,NULL,25,25,25,27,15,14,10,32525.0000,8
2019,1,Cabo-Delgado,Electricity,47,NULL,168,105,161,147,61,29,21,150436.0000,16
2019,1,Maputo,Tailor,6,NULL,48,23,48,51,17,5,4,900.0000,3
2019,1,Zambezia,Electricity,12,NULL,47,31,45,41,20,16,8,32580.0000,8
2019,1,Cabo-Delgado,Plumbing,13,NULL,96,51,108,90,44,15,7,8497.0000,3
2019,1,Nampula,"Construction and Repair",35,NULL,117,67,120,106,32,18,11,98350.0000,8
2019,2,Cabo-Delgado,"Construction and Repair",16,NULL,66,32,75,65,15,12,8,513.0000,2
2019,2,Nampula,Deliveries,13,NULL,93,41,89,80,25,20,14,90925.0000,13
2019,2,Cabo-Delgado,Electricity,29,NULL,136,79,149,129,51,34,21,11570.0000,11
2019,2,Nampula,Hairdresser,28,NULL,152,72,164,133,42,20,11,2465.0000,4
2019,2,Cabo-Delgado,Plumbing,7,NULL,61,23,55,46,15,3,1,5000.0000,1
2019,2,Nampula,Plumbing,19,NULL,125,61,114,98,41,18,2,NULL,0
2019,2,Inhambane,Cooking,10,NULL,74,35,82,70,17,11,6,115000.0000,5
2019,2,Nampula,"TV installation",9,NULL,29,24,27,26,18,10,6,11935.0000,5
2019,2,Maputo,Carpentry,7,NULL,51,22,48,39,16,8,4,42012.0000,3
2019,2,Sofala,Electricity,13,NULL,52,31,50,40,17,15,9,4480.0000,5
2019,2,Maputo,Cooking,20,NULL,212,68,251,225,72,39,20,32282.0000,13
2019,2,Zambezia,Electricity,7,NULL,42,21,44,39,11,4,3,5700.0000,2
2019,2,Maputo,Electricity,21,NULL,107,50,175,172,38,21,7,4920.0000,4
2019,2,Nampula,Carpentry,13,NULL,74,37,75,63,23,14,9,53300.0000,6
2019,2,Cabo-Delgado,Carpentry,6,NULL,52,30,51,50,24,20,15,40010.0000,12
2019,2,Nampula,Cooking,36,NULL,281,134,379,362,104,66,27,52088.0000,21
2019,2,Cabo-Delgado,Cooking,15,NULL,171,68,213,208,57,42,19,81435.0000,13
2019,2,Nampula,Electricity,63,NULL,268,153,253,233,89,53,37,67147.0000,28
2019,2,Cabo-Delgado,Hairdresser,22,NULL,116,53,125,116,36,25,9,12800.0000,6
2019,2,Nampula,Mechanics,8,NULL,62,25,64,51,12,10,5,4000.0000,3
2019,2,Cabo-Delgado,"TV installation",8,NULL,30,23,28,26,14,8,5,11700.0000,3
2019,2,Nampula,Tailor,14,NULL,65,32,56,47,18,12,4,1000.0000,2
2019,2,Manica,Cooking,5,NULL,45,20,56,49,9,2,2,106.0000,2
2019,2,Sofala,Cooking,6,NULL,70,26,73,84,27,12,5,11000.0000,3
2019,2,Maputo,"Construction and Repair",20,NULL,82,37,92,88,21,8,3,5200.0000,2
2019,2,Zambezia,Cooking,9,NULL,62,30,89,85,23,16,8,19900.0000,7
2019,2,Maputo,Deliveries,14,NULL,92,37,99,82,29,17,12,70450.0000,10
2019,2,Maputo,Hairdresser,17,NULL,110,41,114,87,29,12,6,100400.0000,6
2019,2,Nampula,"Construction and Repair",45,NULL,112,80,99,104,25,16,7,33425.0000,5
2019,3,Cabo-Delgado,Electricity,37,NULL,146,72,131,110,42,32,21,22365.0000,11
2019,3,Nampula,Electricity,66,NULL,258,151,248,238,91,62,31,69324.0000,17
2019,3,Cabo-Delgado,Plumbing,11,NULL,92,41,98,82,33,16,5,32500.0000,2
2019,3,Nampula,Mechanics,11,NULL,73,30,67,56,16,11,6,53085.0000,6
2019,3,Inhambane,Hairdresser,8,NULL,44,22,52,47,14,6,3,7422.0000,3
2019,3,Nampula,Plumbing,17,NULL,102,54,99,103,43,30,11,4750.0000,4
2019,3,Maputo,"Construction and Repair",19,NULL,51,37,44,38,16,9,5,4523.0000,3
2019,3,Nampula,"TV installation",9,NULL,53,32,57,56,20,17,12,56350.0000,6
2019,3,Maputo,Deliveries,17,NULL,80,43,80,78,25,22,14,107568.0000,10
2019,3,Sofala,Cooking,4,NULL,64,31,78,69,30,18,4,12000.0000,2
2019,3,Maputo,Hairdresser,25,NULL,141,61,149,149,47,36,21,110600.0000,14
2019,3,Tete,Cooking,5,NULL,32,25,48,56,21,11,5,4327.0000,4
2019,3,Maputo,Tailor,13,NULL,53,29,53,44,11,13,7,14000.0000,5
2019,3,Cabo-Delgado,"Construction and Repair",14,NULL,64,41,61,55,23,11,3,703.0000,2
2019,3,Zambezia,Electricity,13,NULL,42,28,38,33,17,12,9,67655.0000,7
2019,3,Nampula,"Construction and Repair",23,NULL,134,77,141,128,52,26,11,88850.0000,7
2019,3,Cabo-Delgado,Deliveries,10,NULL,62,31,60,55,19,14,7,57050.0000,4
2019,3,Nampula,Deliveries,13,NULL,90,40,84,78,26,9,2,2700.0000,2
2019,3,Cabo-Delgado,Hairdresser,29,NULL,134,62,122,113,40,32,15,43260.0000,13
2019,3,Nampula,Hairdresser,37,NULL,148,94,163,164,61,29,11,23250.0000,9
2019,3,Inhambane,Cooking,7,NULL,50,26,66,72,15,14,9,24223.0000,8
2019,3,Nampula,Painting,13,NULL,29,22,33,36,4,3,2,2600.0000,2
2019,3,Manica,Electricity,8,NULL,29,20,28,26,10,7,4,2410.0000,4
2019,3,Nampula,Tailor,22,NULL,85,51,99,93,29,8,3,1500.0000,2
2019,3,Maputo,Cooking,27,NULL,211,85,281,257,77,55,36,39786.0000,25
2019,3,Niassa,Electricity,11,NULL,31,23,27,30,11,5,4,6000.0000,3
2019,3,Maputo,Electricity,43,NULL,128,72,110,93,33,31,17,42900.0000,11
2019,3,Sofala,Electricity,12,NULL,35,25,27,24,7,8,7,3800.0000,2
2019,3,Maputo,Plumbing,9,NULL,73,31,74,64,28,16,12,17158.0000,10
2019,3,Cabo-Delgado,Carpentry,9,NULL,60,31,61,67,25,9,5,10000.0000,1
2019,3,Zambezia,Cooking,7,NULL,52,24,49,46,11,11,3,10200.0000,3
2019,3,Nampula,Carpentry,16,NULL,86,47,84,75,31,14,5,9828.0000,4
2019,3,Cabo-Delgado,Cooking,16,NULL,170,65,199,196,52,39,19,91000.0000,11
2019,3,Nampula,Cooking,38,NULL,296,139,357,347,111,64,35,176416.0000,20
2019,4,Cabo-Delgado,Cooking,13,NULL,139,52,162,150,47,31,16,62800.0000,12
2019,4,Niassa,Electricity,2,NULL,35,21,32,36,14,14,11,27000.0000,7
2019,4,Cabo-Delgado,Hairdresser,8,NULL,109,47,118,98,38,24,11,46475.0000,9
2019,4,Maputo,Deliveries,9,NULL,59,26,58,48,17,7,5,5200.0000,3
2019,4,Maputo,Hairdresser,13,NULL,102,39,93,82,32,24,8,7450.0000,3
2019,4,Nampula,Carpentry,13,NULL,66,31,68,49,17,12,7,52520.0000,4
2019,4,Nampula,Cooking,25,NULL,264,101,274,255,85,37,16,43450.0000,8
2019,4,Nampula,Electricity,37,NULL,215,117,219,189,87,51,31,92050.0000,21
2019,4,Nampula,Mechanics,8,NULL,54,27,53,44,18,14,8,11000.0000,2
2019,4,Cabo-Delgado,"Construction and Repair",8,NULL,54,30,47,45,18,8,4,10500.0000,2
2019,4,Nampula,Tailor,3,NULL,68,22,64,61,16,16,7,2510.0000,3
2019,4,Cabo-Delgado,Electricity,9,NULL,120,44,108,100,37,28,17,24740.0000,10
2019,4,Sofala,Cooking,6,NULL,51,22,51,45,18,7,3,44000.0000,3
2019,4,Maputo,Cooking,20,NULL,165,62,171,146,62,46,26,143022.0000,14
2019,4,Maputo,Electricity,15,NULL,99,36,98,74,29,18,13,41671.0000,9
2019,4,Maputo,Plumbing,6,NULL,65,24,59,48,22,7,5,25200.0000,4
2019,4,Nampula,"Construction and Repair",25,NULL,94,62,97,94,33,27,12,65076.0000,4
2019,4,Nampula,Deliveries,4,NULL,85,37,77,65,23,27,18,62560.0000,12
2019,4,Nampula,Hairdresser,13,NULL,130,54,125,120,40,25,13,9668.0000,8
2019,4,Cabo-Delgado,Carpentry,1,NULL,55,22,49,38,17,8,4,1185.0000,3
2019,4,Nampula,Plumbing,5,NULL,88,33,85,84,32,16,7,59500.0000,3
2019,5,Maputo,Hairdresser,23,NULL,122,64,124,118,44,25,12,20354.0000,9
2019,5,Zambezia,Hairdresser,6,NULL,39,24,39,41,18,8,5,NULL,0
2019,5,Nampula,Carpentry,9,NULL,59,29,52,53,18,9,3,50150.0000,2
2019,5,Cabo-Delgado,Carpentry,10,NULL,66,34,67,44,19,11,6,16758.0000,3
2019,5,Nampula,Cooking,33,NULL,241,102,278,274,82,53,29,67873.0000,16
2019,5,Cabo-Delgado,Deliveries,10,NULL,49,29,47,35,13,9,6,45066.0000,5
2019,5,Nampula,Electricity,53,NULL,208,120,194,167,70,58,39,29891.0000,18
2019,5,Cabo-Delgado,Hairdresser,19,NULL,98,59,80,70,32,25,17,4450.0000,6
2019,5,Nampula,Mechanics,8,NULL,47,25,45,40,14,9,5,13010.0000,3
2019,5,Inhambane,Cooking,8,NULL,56,27,58,50,15,20,15,10244.0000,11
2019,5,Nampula,Tailor,7,NULL,69,29,58,57,19,12,7,54500.0000,4
2019,5,Inhambane,Hairdresser,5,NULL,43,21,40,31,14,1,1,NULL,0
2019,5,Nampula,Whitesmith,11,NULL,20,20,28,26,7,7,6,10500.0000,5
2019,5,Maputo,Cooking,16,NULL,207,69,217,197,70,42,29,173182.0000,22
2019,5,Sofala,Electricity,18,NULL,51,34,54,49,18,9,4,10600.0000,3
2019,5,Maputo,Electricity,28,NULL,102,54,89,62,23,10,5,200.0000,1
2019,5,Zambezia,Electricity,13,NULL,39,30,37,37,12,9,8,47336.0000,7
2019,5,Maputo,Plumbing,7,NULL,66,25,61,41,17,12,5,6000.0000,1
2019,5,Nampula,"Construction and Repair",26,NULL,95,57,85,64,20,20,13,85000.0000,5
2019,5,Cabo-Delgado,Cooking,23,NULL,116,67,127,125,47,38,21,40450.0000,10
2019,5,Nampula,Deliveries,7,NULL,75,29,62,51,16,14,8,13200.0000,5
2019,5,Cabo-Delgado,Electricity,19,NULL,116,55,104,82,45,29,17,11107.0000,11
2019,5,Nampula,Hairdresser,28,NULL,126,73,116,101,31,28,22,14127.0000,12
2019,5,Cabo-Delgado,Plumbing,10,NULL,56,21,51,40,13,4,1,NULL,0
2019,5,Nampula,Plumbing,16,NULL,79,40,75,66,29,18,9,3510.0000,3
2019,5,Inhambane,Electricity,6,NULL,34,20,29,25,8,6,5,5230.0000,2
2019,5,Nampula,"TV installation",6,NULL,35,20,37,33,12,5,4,2400.0000,4
